,idno,agea,rlgdgr,polintr,sclmeet,happy,cntry,nwspol,pplfair,health,atchctr,aesfdrk,dscrgrp,pray,hhmmb,gndr,impdiffa,impfuna,impsafea,iphlppla,ipsucesa,enjlf,fltdpr,fltlnl,slprl,dosprt,cgtsmok,alcfreq,height,weighta,fnsdfml,cnfpplh,paccnt,emplrel,hincfel,uempla,actrolga,cptppola,trstprl,trstlgl,trstplc,trstplt,vote,stfeco,stfdem,stfedu
12316,59599,51.0,6.0,3.0,6.0,8.0,FR,30.0,8.0,2.0,8.0,2.0,0.0,7.0,2.0,0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,170.0,60.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,7.0,8.0,8.0,8.0,1.0,6.0,7.0,7.0
12319,59656,76.0,5.0,2.0,4.0,7.0,FR,45.0,5.0,2.0,8.0,1.0,0.0,7.0,2.0,1,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,7.0,4.0,3.0,180.0,78.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,4.0,7.0,6.0,1.0,4.0,5.0,3.0
12320,59775,40.0,0.0,3.0,5.0,8.0,FR,30.0,7.0,2.0,7.0,1.0,0.0,7.0,4.0,1,3.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,180.0,66.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,6.0,4.0,3.0,2.0,5.0,3.0,5.0
12321,59779,51.0,0.0,4.0,5.0,7.0,FR,0.0,5.0,2.0,8.0,4.0,0.0,7.0,2.0,0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,6.0,3.0,162.0,65.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0
12323,59819,46.0,0.0,1.0,4.0,8.0,FR,120.0,6.0,2.0,8.0,1.0,1.0,7.0,3.0,0,3.0,5.0,3.0,4.0,6.0,3.0,1.0,2.0,3.0,0.0,6.0,6.0,160.0,65.0,5.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,9.0,7.0,3.0,1.0,6.0,6.0,2.0
12325,59884,55.0,0.0,2.0,7.0,10.0,FR,60.0,8.0,2.0,9.0,1.0,0.0,7.0,3.0,0,1.0,2.0,6.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,162.0,70.0,5.0,5.0,1.0,2.0,1.0,0.0,3.0,4.0,4.0,8.0,7.0,5.0,1.0,7.0,4.0,6.0
12328,59935,63.0,8.0,3.0,6.0,8.0,FR,15.0,9.0,2.0,8.0,2.0,0.0,4.0,1.0,0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,174.0,63.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,4.0,6.0,4.0,2.0,5.0,5.0,5.0
12329,59959,20.0,5.0,2.0,7.0,7.0,FR,60.0,6.0,1.0,7.0,1.0,0.0,2.0,2.0,1,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,4.0,3.0,175.0,73.0,4.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,2.0,8.0,4.0,1.0,1.0,3.0,5.0,2.0
12331,60000,62.0,0.0,3.0,6.0,7.0,FR,90.0,7.0,3.0,8.0,1.0,0.0,7.0,2.0,1,5.0,3.0,5.0,4.0,5.0,2.0,2.0,1.0,3.0,7.0,1.0,1.0,172.0,91.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,8.0,8.0,8.0,6.0,2.0,5.0,7.0,6.0
12332,60021,66.0,5.0,4.0,7.0,8.0,FR,5.0,8.0,2.0,10.0,1.0,0.0,6.0,3.0,1,4.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,172.0,92.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,8.0,3.0,1.0,5.0,1.0,7.0
12333,60030,36.0,3.0,3.0,3.0,4.0,FR,30.0,6.0,3.0,8.0,1.0,0.0,7.0,2.0,1,5.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,0.0,4.0,2.0,188.0,96.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,7.0,7.0,4.0,2.0,4.0,7.0,4.0
12334,60058,46.0,7.0,3.0,5.0,8.0,FR,5.0,6.0,3.0,7.0,1.0,0.0,6.0,3.0,0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,4.0,7.0,162.0,94.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,2.0,5.0,7.0,7.0,2.0,1.0,3.0,3.0,3.0
12335,60070,47.0,0.0,1.0,2.0,8.0,FR,60.0,8.0,3.0,9.0,2.0,0.0,7.0,3.0,1,1.0,1.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,6.0,173.0,100.0,2.0,3.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,5.0,7.0,2.0,1.0,5.0,4.0,6.0
12336,60100,66.0,0.0,1.0,2.0,9.0,FR,30.0,10.0,4.0,10.0,1.0,0.0,7.0,2.0,1,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,182.0,73.0,5.0,5.0,0.0,1.0,1.0,0.0,5.0,5.0,6.0,9.0,9.0,7.0,1.0,8.0,8.0,8.0
12337,60108,52.0,5.0,3.0,4.0,6.0,FR,30.0,5.0,5.0,9.0,4.0,1.0,1.0,2.0,0,4.0,4.0,1.0,1.0,6.0,2.0,2.0,3.0,4.0,1.0,6.0,7.0,170.0,83.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0
12339,60139,36.0,0.0,3.0,5.0,6.0,FR,15.0,8.0,2.0,8.0,2.0,0.0,7.0,3.0,1,5.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,172.0,65.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0
12340,60144,76.0,0.0,1.0,6.0,9.0,FR,120.0,7.0,2.0,9.0,1.0,0.0,7.0,2.0,1,5.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,7.0,4.0,1.0,168.0,77.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,6.0,7.0,4.0,1.0,2.0,3.0,4.0
12341,60149,67.0,0.0,1.0,7.0,8.0,FR,240.0,9.0,2.0,8.0,1.0,0.0,7.0,2.0,1,1.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,176.0,88.0,4.0,3.0,1.0,1.0,1.0,0.0,5.0,5.0,10.0,8.0,2.0,4.0,1.0,5.0,0.0,2.0
12342,60216,69.0,5.0,4.0,6.0,8.0,FR,5.0,7.0,3.0,8.0,1.0,0.0,7.0,2.0,1,4.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,4.0,6.0,4.0,3.0,176.0,82.0,3.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,2.0
12344,60271,19.0,5.0,1.0,6.0,6.0,FR,120.0,7.0,1.0,8.0,3.0,0.0,7.0,4.0,0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,6.0,164.0,60.0,4.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,6.0,7.0,6.0,5.0,3.0,5.0,6.0,4.0
12345,60361,39.0,2.0,3.0,4.0,9.0,FR,60.0,7.0,1.0,8.0,1.0,0.0,7.0,4.0,1,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,170.0,70.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,5.0,5.0,7.0,7.0,4.0,2.0,6.0,6.0,4.0
12346,60364,45.0,1.0,3.0,6.0,9.0,FR,10.0,7.0,1.0,8.0,1.0,1.0,7.0,2.0,1,3.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,182.0,69.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,8.0,7.0,4.0,2.0,7.0,6.0,7.0
12347,60385,39.0,0.0,2.0,6.0,8.0,FR,90.0,7.0,1.0,10.0,2.0,0.0,7.0,4.0,0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,7.0,4.0,3.0,163.0,61.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,6.0
12348,60391,41.0,6.0,4.0,5.0,6.0,FR,60.0,2.0,2.0,8.0,2.0,0.0,1.0,1.0,0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,6.0,7.0,168.0,64.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,8.0,8.0,4.0,3.0,6.0,6.0,6.0
12349,60403,42.0,0.0,3.0,5.0,7.0,FR,60.0,8.0,1.0,10.0,1.0,0.0,7.0,4.0,1,2.0,3.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,176.0,65.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,10.0,10.0,10.0,10.0,2.0,7.0,10.0,8.0
12351,60448,71.0,7.0,1.0,4.0,8.0,FR,120.0,7.0,2.0,8.0,2.0,0.0,2.0,2.0,0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,166.0,73.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0
12352,60457,69.0,7.0,3.0,4.0,8.0,FR,60.0,6.0,2.0,8.0,1.0,0.0,7.0,2.0,1,4.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,2.0,0.0,4.0,1.0,184.0,130.0,5.0,3.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,6.0,6.0,2.0,1.0,3.0,3.0,2.0
12354,60567,58.0,6.0,3.0,4.0,7.0,FR,60.0,7.0,1.0,7.0,1.0,0.0,7.0,2.0,1,4.0,4.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,174.0,75.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,8.0,7.0,7.0,5.0,1.0,5.0,6.0,6.0
12355,60586,22.0,9.0,3.0,6.0,7.0,FR,20.0,5.0,2.0,8.0,2.0,0.0,3.0,2.0,1,3.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,177.0,64.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,6.0,6.0,7.0,5.0,2.0,6.0,6.0,6.0
12356,60592,19.0,7.0,3.0,6.0,7.0,FR,15.0,4.0,2.0,10.0,2.0,0.0,7.0,2.0,1,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,185.0,70.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,8.0,8.0,6.0,4.0,2.0,5.0,9.0,3.0
12358,60618,70.0,9.0,2.0,4.0,7.0,FR,90.0,6.0,3.0,6.0,1.0,0.0,7.0,1.0,0,1.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,157.0,70.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,5.0,5.0,3.0,1.0,5.0,2.0,3.0
12359,60631,28.0,5.0,1.0,5.0,8.0,FR,240.0,8.0,2.0,10.0,3.0,0.0,1.0,2.0,1,5.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,5.0,170.0,66.0,5.0,2.0,1.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0
12360,60666,32.0,5.0,1.0,7.0,6.0,FR,60.0,6.0,2.0,10.0,2.0,0.0,7.0,2.0,1,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,175.0,90.0,2.0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,7.0,4.0,6.0,6.0,1.0,3.0,3.0,2.0
12361,60685,49.0,8.0,3.0,6.0,9.0,FR,90.0,8.0,1.0,8.0,2.0,0.0,4.0,4.0,0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,6.0,3.0,167.0,58.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,6.0,8.0,4.0,2.0,6.0,7.0,7.0
12362,60688,33.0,7.0,4.0,6.0,9.0,FR,60.0,5.0,2.0,5.0,2.0,0.0,4.0,3.0,1,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,5.0,180.0,88.0,3.0,5.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,3.0,6.0,0.0,2.0,2.0,3.0,7.0
12364,60713,39.0,8.0,2.0,6.0,7.0,FR,120.0,7.0,2.0,9.0,1.0,0.0,6.0,2.0,0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,161.0,65.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,6.0,7.0,4.0,1.0,5.0,3.0,4.0
12366,60728,42.0,0.0,1.0,4.0,8.0,FR,90.0,7.0,2.0,10.0,1.0,0.0,7.0,5.0,1,2.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,6.0,3.0,190.0,93.0,3.0,4.0,1.0,1.0,2.0,0.0,4.0,2.0,3.0,8.0,7.0,4.0,1.0,6.0,3.0,4.0
12367,60778,76.0,4.0,4.0,4.0,6.0,FR,150.0,7.0,2.0,8.0,2.0,0.0,7.0,2.0,1,5.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,166.0,75.0,4.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,6.0,4.0
12368,60889,57.0,3.0,1.0,6.0,8.0,FR,600.0,5.0,1.0,8.0,1.0,0.0,7.0,2.0,1,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,181.0,80.0,2.0,3.0,1.0,2.0,1.0,0.0,5.0,5.0,7.0,7.0,7.0,5.0,1.0,4.0,1.0,6.0
12369,60896,67.0,10.0,3.0,5.0,10.0,FR,60.0,2.0,4.0,10.0,1.0,0.0,1.0,2.0,1,2.0,5.0,1.0,2.0,6.0,4.0,1.0,1.0,4.0,7.0,6.0,7.0,172.0,69.0,1.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
12370,60917,19.0,7.0,3.0,7.0,9.0,FR,60.0,7.0,2.0,7.0,2.0,0.0,4.0,4.0,0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,6.0,6.0,169.0,61.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,6.0,8.0,9.0,7.0,2.0,7.0,6.0,5.0
12371,60922,21.0,5.0,4.0,4.0,8.0,FR,0.0,4.0,3.0,1.0,1.0,0.0,7.0,5.0,0,4.0,3.0,6.0,1.0,6.0,4.0,1.0,2.0,4.0,7.0,6.0,3.0,170.0,58.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0
12372,60950,55.0,10.0,4.0,2.0,6.0,FR,709.0,5.0,2.0,10.0,3.0,1.0,1.0,3.0,0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,7.0,164.0,100.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,5.0,5.0,5.0,0.0,2.0,3.0,2.0,1.0
12373,61006,52.0,2.0,2.0,6.0,8.0,FR,120.0,8.0,3.0,10.0,2.0,0.0,7.0,2.0,0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,170.0,86.0,4.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,8.0,9.0,6.0,1.0,6.0,7.0,6.0
12374,61010,55.0,0.0,3.0,5.0,8.0,FR,90.0,10.0,3.0,8.0,2.0,0.0,7.0,2.0,1,1.0,2.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,7.0,6.0,7.0,169.0,74.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,8.0,0.0,1.0,3.0,3.0,4.0
12375,61011,20.0,0.0,2.0,7.0,9.0,FR,90.0,7.0,3.0,6.0,2.0,0.0,7.0,4.0,1,5.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,5.0,6.0,4.0,180.0,90.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,7.0,7.0,2.0,5.0,7.0,3.0
12378,61123,55.0,10.0,3.0,7.0,7.0,FR,60.0,5.0,4.0,9.0,4.0,0.0,4.0,4.0,0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,2.0,4.0,165.0,72.0,5.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,9.0,10.0,8.0,1.0,0.0,0.0,0.0
12379,61127,69.0,2.0,3.0,4.0,7.0,FR,120.0,5.0,2.0,8.0,2.0,0.0,7.0,2.0,1,5.0,4.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,6.0,178.0,80.0,4.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,7.0,2.0,1.0,3.0,2.0,2.0
12380,61135,69.0,7.0,3.0,6.0,8.0,FR,80.0,7.0,3.0,10.0,2.0,0.0,5.0,2.0,0,5.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,163.0,76.0,4.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,5.0,5.0,4.0,1.0,5.0,6.0,6.0
12381,61137,60.0,7.0,4.0,7.0,10.0,FR,30.0,9.0,3.0,9.0,1.0,0.0,7.0,2.0,1,1.0,1.0,5.0,1.0,3.0,4.0,1.0,1.0,2.0,7.0,5.0,3.0,170.0,73.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,7.0,10.0,5.0,2.0,4.0,5.0,5.0
12382,61138,57.0,7.0,1.0,4.0,9.0,FR,90.0,7.0,2.0,10.0,2.0,0.0,7.0,2.0,1,5.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,178.0,83.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,6.0,8.0,5.0,1.0,6.0,5.0,4.0
12383,61142,76.0,9.0,4.0,3.0,2.0,FR,250.0,2.0,2.0,9.0,3.0,0.0,3.0,1.0,0,4.0,6.0,2.0,6.0,6.0,3.0,2.0,2.0,4.0,0.0,6.0,5.0,162.0,53.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0
12384,61186,53.0,8.0,3.0,6.0,9.0,FR,60.0,7.0,3.0,10.0,1.0,0.0,3.0,3.0,0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,168.0,72.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,5.0,7.0,3.0,1.0,4.0,5.0,5.0
12385,61234,52.0,4.0,3.0,6.0,7.0,FR,68.0,7.0,2.0,8.0,1.0,0.0,6.0,3.0,1,4.0,4.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,174.0,72.0,5.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,5.0,7.0,5.0,2.0,4.0,5.0,5.0
12387,61260,20.0,2.0,3.0,5.0,7.0,FR,20.0,6.0,2.0,7.0,2.0,0.0,7.0,3.0,1,4.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,6.0,6.0,190.0,82.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,6.0,7.0,6.0,2.0,3.0,7.0,6.0
12388,61276,33.0,0.0,1.0,6.0,8.0,FR,60.0,6.0,3.0,6.0,1.0,1.0,7.0,1.0,1,2.0,3.0,4.0,2.0,6.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,170.0,90.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,5.0,4.0,8.0,5.0,2.0,1.0,3.0,3.0,5.0
12389,61291,63.0,10.0,3.0,4.0,10.0,FR,120.0,7.0,2.0,10.0,2.0,0.0,2.0,2.0,0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,6.0,5.0,162.0,63.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,8.0,6.0,2.0,7.0,6.0,5.0
12391,61321,35.0,4.0,4.0,4.0,6.0,FR,10.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,163.0,73.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0
12392,61334,42.0,0.0,3.0,4.0,6.0,FR,20.0,7.0,3.0,8.0,2.0,0.0,7.0,4.0,1,5.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,7.0,2.0,3.0,177.0,58.0,5.0,4.0,0.0,1.0,1.0,0.0,5.0,2.0,4.0,6.0,7.0,3.0,1.0,5.0,3.0,4.0
12393,61379,52.0,0.0,3.0,2.0,5.0,FR,30.0,5.0,3.0,8.0,3.0,0.0,7.0,3.0,0,5.0,5.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,162.0,68.0,5.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,2.0,1.0,5.0,5.0
12394,61433,22.0,6.0,3.0,7.0,7.0,FR,5.0,5.0,2.0,7.0,2.0,0.0,6.0,4.0,0,4.0,4.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,162.0,85.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,7.0,8.0,5.0,1.0,4.0,4.0,7.0
12395,61436,32.0,0.0,4.0,5.0,5.0,FR,0.0,1.0,3.0,8.0,3.0,0.0,7.0,4.0,0,4.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,2.0,6.0,154.0,63.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,3.0,5.0
12396,61455,62.0,2.0,1.0,4.0,7.0,FR,20.0,8.0,2.0,7.0,2.0,0.0,7.0,2.0,0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,157.0,65.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,8.0,6.0,4.0,1.0,4.0,6.0,3.0
12397,61456,67.0,6.0,3.0,5.0,8.0,FR,60.0,8.0,2.0,8.0,3.0,0.0,6.0,2.0,0,5.0,5.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,4.0,6.0,3.0,158.0,62.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,4.0,8.0,1.0,1.0,5.0,3.0,7.0
12398,61483,75.0,6.0,3.0,3.0,8.0,FR,20.0,3.0,1.0,9.0,2.0,0.0,7.0,2.0,1,3.0,5.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,169.0,83.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,5.0,8.0,3.0,1.0,0.0,5.0,2.0
12401,61541,64.0,5.0,3.0,4.0,10.0,FR,10.0,5.0,3.0,10.0,1.0,0.0,7.0,3.0,1,4.0,4.0,4.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,175.0,94.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,4.0,9.0,2.0,1.0,2.0,0.0,6.0
12402,61547,19.0,6.0,1.0,7.0,5.0,FR,60.0,5.0,3.0,10.0,1.0,0.0,7.0,5.0,1,2.0,2.0,6.0,3.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,2.0,180.0,75.0,5.0,5.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,5.0,8.0,3.0,2.0,0.0,2.0,3.0
12403,61575,28.0,7.0,3.0,6.0,8.0,FR,20.0,5.0,2.0,7.0,2.0,0.0,6.0,3.0,0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,6.0,4.0,2.0,170.0,60.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,6.0,8.0,4.0,1.0,3.0,6.0,5.0
12404,61578,68.0,7.0,2.0,7.0,5.0,FR,60.0,7.0,3.0,10.0,4.0,0.0,6.0,2.0,0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,7.0,1.0,3.0,170.0,71.0,4.0,5.0,0.0,1.0,2.0,0.0,3.0,3.0,5.0,0.0,9.0,3.0,2.0,2.0,3.0,3.0
12406,61597,18.0,10.0,4.0,7.0,10.0,FR,30.0,7.0,2.0,9.0,1.0,0.0,7.0,4.0,1,2.0,1.0,6.0,2.0,5.0,4.0,1.0,3.0,1.0,5.0,6.0,7.0,173.0,59.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,5.0,3.0,3.0,6.0,0.0,0.0
12407,61609,31.0,0.0,4.0,5.0,8.0,FR,30.0,2.0,1.0,8.0,2.0,0.0,7.0,2.0,1,4.0,5.0,3.0,3.0,6.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,185.0,95.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,3.0,5.0
12408,61611,30.0,0.0,2.0,6.0,8.0,FR,180.0,8.0,1.0,10.0,1.0,1.0,7.0,2.0,0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,6.0,7.0,165.0,73.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,10.0,10.0,10.0,7.0,1.0,3.0,7.0,6.0
12409,61616,54.0,0.0,1.0,7.0,8.0,FR,60.0,7.0,1.0,10.0,1.0,0.0,7.0,4.0,0,4.0,5.0,4.0,1.0,6.0,4.0,1.0,1.0,1.0,7.0,5.0,4.0,167.0,62.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,6.0,9.0,1.0,1.0,0.0,2.0,5.0
12410,61634,41.0,6.0,3.0,5.0,7.0,FR,30.0,5.0,2.0,9.0,3.0,0.0,7.0,1.0,1,2.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,7.0,6.0,7.0,170.0,67.0,5.0,5.0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,5.0,7.0
12411,61644,49.0,5.0,2.0,4.0,5.0,FR,60.0,4.0,2.0,5.0,1.0,0.0,7.0,2.0,1,2.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,190.0,90.0,4.0,3.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0
